Chave= dinovo; Valor= -1; Escore Total= -1.0; Número de vezes em que aparece= 1
Chave= obg; Valor= 1; Escore Total= 1.0; Número de vezes em que aparece= 1
Chave= promocoes; Valor= 0; Escore Total= 0.0; Número de vezes em que aparece= 1
Chave= reais; Valor= 0; Escore Total= 0.0; Número de vezes em que aparece= 3
Chave= prontofalei; Valor= 1; Escore Total= 1.0; Número de vezes em que aparece= 1
Chave= fraude; Valor= -1; Escore Total= -1.0; Número de vezes em que aparece= 1
Chave= fomos; Valor= 1; Escore Total= 1.0; Número de vezes em que aparece= 1
Chave= chegue; Valor= 1; Escore Total= 2.0; Número de vezes em que aparece= 2
Chave= tecnologia; Valor= 0; Escore Total= 1.0; Número de vezes em que aparece= 4
Chave= imagine; Valor= 0; Escore Total= 1.0; Número de vezes em que aparece= 2
Chave= muita; Valor= 0; Escore Total= -3.0; Número de vezes em que aparece= 4
Chave= couro; Valor= 0; Escore Total= 0.0; Número de vezes em que aparece= 1
Chave= capelari; Valor= 0; Escore Total= 0.0; Número de vezes em que aparece= 1
Chave= london; Valor= 1; Escore Total= 1.0; Número de vezes em que aparece= 1
Chave= disney; Valor= 1; Escore Total= 2.0; Número de vezes em que aparece= 2
Chave= linkk; Valor= 0; Escore Total= 0.0; Número de vezes em que aparece= 1
Chave= personagens; Valor= 0; Escore Total= 0.0; Número de vezes em que aparece= 1
Chave= berenice; Valor= 0; Escore Total= 0.0; Número de vezes em que aparece= 1
Chave= amigos; Valor= 0; Escore Total= 2.0; Número de vezes em que aparece= 5
Chave= hra; Valor= 1; Escore Total= 1.0; Número de vezes em que aparece= 1
Chave= mentira; Valor= -1; Escore Total= -1.0; Número de vezes em que aparece= 1
Chave= plausiveis; Valor= 1; Escore Total= 1.0; Número de vezes em que aparece= 1
Chave= parou; Valor= -1; Escore Total= -1.0; Número de vezes em que aparece= 1
Chave= bbs; Valor= -1; Escore Total= -1.0; Número de vezes em que aparece= 1
Chave= acabei; Valor= 0; Escore Total= 4.0; Número de vezes em que aparece= 10
Chave= veio; Valor= -1; Escore Total= -1.0; Número de vezes em que aparece= 1
Chave= longa; Valor= 1; Escore Total= 1.0; Número de vezes em que aparece= 1
Chave= que; Valor= 0; Escore Total= -28.0; Número de vezes em que aparece= 193
Chave= pena; Valor= 1; Escore Total= 2.0; Número de vezes em que aparece= 2
Chave= obs; Valor= 1; Escore Total= 1.0; Número de vezes em que aparece= 1
Chave= escutando; Valor= 1; Escore Total= 1.0; Número de vezes em que aparece= 1
Chave= imagino; Valor= -1; Escore Total= -1.0; Número de vezes em que aparece= 1
Chave= longe; Valor= -1; Escore Total= -1.0; Número de vezes em que aparece= 1
Chave= ahahahha; Valor= 1; Escore Total= 1.0; Número de vezes em que aparece= 1
Chave= preparando; Valor= 1; Escore Total= 1.0; Número de vezes em que aparece= 1
Chave= importa; Valor= 1; Escore Total= 1.0; Número de vezes em que aparece= 1
Chave= match; Valor= 1; Escore Total= 1.0; Número de vezes em que aparece= 1
Chave= twittes; Valor= 1; Escore Total= 1.0; Número de vezes em que aparece= 1
Chave= dita; Valor= 0; Escore Total= 0.0; Número de vezes em que aparece= 1
Chave= twitter; Valor= 0; Escore Total= 0.0; Número de vezes em que aparece= 8
Chave= muito; Valor= 0; Escore Total= 26.0; Número de vezes em que aparece= 42
Chave= italia; Valor= -1; Escore Total= -1.0; Número de vezes em que aparece= 1
Chave= tubarao; Valor= 0; Escore Total= 0.0; Número de vezes em que aparece= 1
Chave= garoto; Valor= 1; Escore Total= 1.0; Número de vezes em que aparece= 1
Chave= oiee; Valor= 1; Escore Total= 1.0; Número de vezes em que aparece= 1
Chave= respeita; Valor= -1; Escore Total= -1.0; Número de vezes em que aparece= 1
Chave= tia; Valor= 1; Escore Total= 1.0; Número de vezes em que aparece= 1
Chave= companion; Valor= 0; Escore Total= 0.0; Número de vezes em que aparece= 1
Chave= ficara; Valor= -1; Escore Total= -1.0; Número de vezes em que aparece= 1
Chave= secador; Valor= 0; Escore Total= 0.0; Número de vezes em que aparece= 1
Chave= barulho; Valor= -1; Escore Total= -1.0; Número de vezes em que aparece= 1
Chave= jogos; Valor= 0; Escore Total= -1.0; Número de vezes em que aparece= 5
Chave= fiquei; Valor= 0; Escore Total= 1.0; Número de vezes em que aparece= 3
Chave= lol; Valor= 1; Escore Total= 1.0; Número de vezes em que aparece= 1
Chave= cromados; Valor= 0; Escore Total= 0.0; Número de vezes em que aparece= 2
Chave= jogou; Valor= 1; Escore Total= 2.0; Número de vezes em que aparece= 3
Chave= chegando; Valor= 1; Escore Total= 3.0; Número de vezes em que aparece= 3
Chave= sociais; Valor= 1; Escore Total= 1.0; Número de vezes em que aparece= 1
Chave= round; Valor= 1; Escore Total= 1.0; Número de vezes em que aparece= 1
Chave= nomes; Valor= -1; Escore Total= -1.0; Número de vezes em que aparece= 1
Chave= hrs; Valor= 0; Escore Total= 1.0; Número de vezes em que aparece= 3
Chave= postumo; Valor= -1; Escore Total= -2.0; Número de vezes em que aparece= 2
Chave= macacos; Valor= -1; Escore Total= -1.0; Número de vezes em que aparece= 1
Chave= chegaram; Valor= 0; Escore Total= 0.0; Número de vezes em que aparece= 1
Chave= veja; Valor= 0; Escore Total= 0.0; Número de vezes em que aparece= 5
Chave= atleta; Valor= 1; Escore Total= 1.0; Número de vezes em que aparece= 1
Chave= david; Valor= 0; Escore Total= 0.0; Número de vezes em que aparece= 1
Chave= uowww; Valor= 1; Escore Total= 1.0; Número de vezes em que aparece= 1
Chave= escolhi; Valor= 1; Escore Total= 1.0; Número de vezes em que aparece= 1
Chave= eugenio; Valor= 1; Escore Total= 1.0; Número de vezes em que aparece= 1
Chave= agudo; Valor= 1; Escore Total= 1.0; Número de vezes em que aparece= 1
Chave= engolido; Valor= -1; Escore Total= -1.0; Número de vezes em que aparece= 1
Chave= queremos; Valor= 1; Escore Total= 1.0; Número de vezes em que aparece= 1
Chave= filhos; Valor= 0; Escore Total= 0.0; Número de vezes em que aparece= 1
Chave= creio; Valor= 0; Escore Total= 1.0; Número de vezes em que aparece= 3
Chave= garota; Valor= 0; Escore Total= 0.0; Número de vezes em que aparece= 1
Chave= lou; Valor= 1; Escore Total= 1.0; Número de vezes em que aparece= 1
Chave= escolhe; Valor= -1; Escore Total= -1.0; Número de vezes em que aparece= 1
Chave= testando; Valor= -1; Escore Total= -1.0; Número de vezes em que aparece= 2
Chave= aeeee; Valor= 1; Escore Total= 2.0; Número de vezes em que aparece= 2
Chave= podemos; Valor= 1; Escore Total= 1.0; Número de vezes em que aparece= 1
Chave= maaahloopes; Valor= -1; Escore Total= -1.0; Número de vezes em que aparece= 1
Chave= tio; Valor= 1; Escore Total= 1.0; Número de vezes em que aparece= 1
Chave= amigoooss; Valor= 1; Escore Total= 1.0; Número de vezes em que aparece= 1
Chave= scoobydoo; Valor= 1; Escore Total= 1.0; Número de vezes em que aparece= 1
Chave= microsoft; Valor= 0; Escore Total= 3.0; Número de vezes em que aparece= 56
Chave= host; Valor= 0; Escore Total= 0.0; Número de vezes em que aparece= 2
Chave= friozim; Valor= -1; Escore Total= -1.0; Número de vezes em que aparece= 1
Chave= vamo; Valor= 1; Escore Total= 3.0; Número de vezes em que aparece= 3
Chave= dvd; Valor= -1; Escore Total= -1.0; Número de vezes em que aparece= 1
Chave= para; Valor= 0; Escore Total= 3.0; Número de vezes em que aparece= 72
Chave= vagabunda; Valor= -1; Escore Total= -1.0; Número de vezes em que aparece= 1
Chave= sempre; Valor= 0; Escore Total= -5.0; Número de vezes em que aparece= 10
Chave= malhar; Valor= -1; Escore Total= -1.0; Número de vezes em que aparece= 1
Chave= vejo; Valor= 1; Escore Total= 1.0; Número de vezes em que aparece= 1
Chave= anojada; Valor= -1; Escore Total= -1.0; Número de vezes em que aparece= 1
Chave= bela; Valor= 0; Escore Total= -1.0; Número de vezes em que aparece= 3
Chave= usa; Valor= -1; Escore Total= -1.0; Número de vezes em que aparece= 2
Chave= apple; Valor= 0; Escore Total= -2.0; Número de vezes em que aparece= 4
Chave= banho; Valor= 0; Escore Total= -2.0; Número de vezes em que aparece= 7
Chave= expulso; Valor= -1; Escore Total= -1.0; Número de vezes em que aparece= 1
Chave= marcado; Valor= -1; Escore Total= -1.0; Número de vezes em que aparece= 2
Chave= cera; Valor= -1; Escore Total= -1.0; Número de vezes em que aparece= 1
Chave= atualizacao; Valor= 0; Escore Total= -1.0; Número de vezes em que aparece= 2
Chave= comercial; Valor= 1; Escore Total= 1.0; Número de vezes em que aparece= 1
Chave= relacionamento; Valor= 0; Escore Total= 0.0; Número de vezes em que aparece= 1
Chave= premio; Valor= 0; Escore Total= 0.0; Número de vezes em que aparece= 5
Chave= estao; Valor= 0; Escore Total= 2.0; Número de vezes em que aparece= 3
Chave= notebook; Valor= 1; Escore Total= 1.0; Número de vezes em que aparece= 1
Chave= fabricado; Valor= -1; Escore Total= -1.0; Número de vezes em que aparece= 1
Chave= rezar; Valor= -1; Escore Total= -1.0; Número de vezes em que aparece= 1
Chave= estar; Valor= 0; Escore Total= 2.0; Número de vezes em que aparece= 4
Chave= ronaldos; Valor= 0; Escore Total= 0.0; Número de vezes em que aparece= 1
Chave= bilhoes; Valor= 0; Escore Total= 1.0; Número de vezes em que aparece= 2
Chave= park; Valor= 1; Escore Total= 1.0; Número de vezes em que aparece= 1
Chave= outras; Valor= 1; Escore Total= 1.0; Número de vezes em que aparece= 1
Chave= confiante; Valor= 1; Escore Total= 1.0; Número de vezes em que aparece= 1
Chave= workshop; Valor= 0; Escore Total= 0.0; Número de vezes em que aparece= 1
Chave= content; Valor= 0; Escore Total= 0.0; Número de vezes em que aparece= 1
Chave= hsm; Valor= 1; Escore Total= 1.0; Número de vezes em que aparece= 1
Chave= namco; Valor= 0; Escore Total= 0.0; Número de vezes em que aparece= 1
Chave= porta; Valor= -1; Escore Total= -1.0; Número de vezes em que aparece= 2
Chave= vencemos; Valor= 1; Escore Total= 1.0; Número de vezes em que aparece= 1
Chave= ajeitar; Valor= -1; Escore Total= -1.0; Número de vezes em que aparece= 1
Chave= clube; Valor= 1; Escore Total= 1.0; Número de vezes em que aparece= 1
Chave= brasil; Valor= 0; Escore Total= 2.0; Número de vezes em que aparece= 21
Chave= pelooooooooooo; Valor= -1; Escore Total= -1.0; Número de vezes em que aparece= 1
Chave= julieta; Valor= 1; Escore Total= 2.0; Número de vezes em que aparece= 2
Chave= responde; Valor= -1; Escore Total= -1.0; Número de vezes em que aparece= 1
Chave= circuito; Valor= 0; Escore Total= 4.0; Número de vezes em que aparece= 6
Chave= uso; Valor= -1; Escore Total= -1.0; Número de vezes em que aparece= 1
Chave= gaming; Valor= 0; Escore Total= 0.0; Número de vezes em que aparece= 1
Chave= pulmao; Valor= 1; Escore Total= 1.0; Número de vezes em que aparece= 1
Chave= atualizado; Valor= 0; Escore Total= 1.0; Número de vezes em que aparece= 3
Chave= responda; Valor= 0; Escore Total= 0.0; Número de vezes em que aparece= 1
Chave= courier; Valor= 0; Escore Total= 0.0; Número de vezes em que aparece= 1
Chave= hospitais; Valor= 0; Escore Total= 0.0; Número de vezes em que aparece= 1
Chave= procura; Valor= -1; Escore Total= -1.0; Número de vezes em que aparece= 1
Chave= muitooo; Valor= 1; Escore Total= 1.0; Número de vezes em que aparece= 1
Chave= polegadas; Valor= 0; Escore Total= 0.0; Número de vezes em que aparece= 2
Chave= transtornada; Valor= -1; Escore Total= -1.0; Número de vezes em que aparece= 1
Chave= sentimento; Valor= -1; Escore Total= -1.0; Número de vezes em que aparece= 1
Chave= melhor; Valor= 0; Escore Total= 4.0; Número de vezes em que aparece= 13
Chave= cuff; Valor= 0; Escore Total= 0.0; Número de vezes em que aparece= 1
Chave= corpomastrata; Valor= -1; Escore Total= -1.0; Número de vezes em que aparece= 1
Chave= vegas; Valor= 0; Escore Total= -1.0; Número de vezes em que aparece= 3
Chave= copaaudinoei; Valor= 0; Escore Total= 0.0; Número de vezes em que aparece= 3
Chave= emocionado; Valor= 1; Escore Total= 1.0; Número de vezes em que aparece= 1
Chave= blusa; Valor= 1; Escore Total= 2.0; Número de vezes em que aparece= 2
Chave= mandaram; Valor= 1; Escore Total= 1.0; Número de vezes em que aparece= 1
Chave= sai; Valor= 0; Escore Total= 0.0; Número de vezes em que aparece= 4
Chave= centenario; Valor= 1; Escore Total= 1.0; Número de vezes em que aparece= 3
Chave= estamos; Valor= 0; Escore Total= 1.0; Número de vezes em que aparece= 2
Chave= pontos; Valor= 0; Escore Total= 0.0; Número de vezes em que aparece= 1
Chave= vogue; Valor= 0; Escore Total= 0.0; Número de vezes em que aparece= 1
Chave= faltou; Valor= 1; Escore Total= 1.0; Número de vezes em que aparece= 1
Chave= raiva; Valor= -1; Escore Total= -7.0; Número de vezes em que aparece= 7
Chave= dtcc; Valor= 0; Escore Total= 2.0; Número de vezes em que aparece= 6
Chave= jonas; Valor= 1; Escore Total= 1.0; Número de vezes em que aparece= 1
Chave= official; Valor= 1; Escore Total= 1.0; Número de vezes em que aparece= 1
Chave= perai; Valor= -1; Escore Total= -1.0; Número de vezes em que aparece= 1
Chave= sao; Valor= 0; Escore Total= 4.0; Número de vezes em que aparece= 8
Chave= claro; Valor= -1; Escore Total= -1.0; Número de vezes em que aparece= 2
Chave= apartar; Valor= -1; Escore Total= -1.0; Número de vezes em que aparece= 1
Chave= filme; Valor= 0; Escore Total= 3.0; Número de vezes em que aparece= 4
Chave= fas; Valor= -1; Escore Total= -1.0; Número de vezes em que aparece= 1
Chave= semaforo; Valor= 1; Escore Total= 1.0; Número de vezes em que aparece= 1
Chave= qando; Valor= -1; Escore Total= -1.0; Número de vezes em que aparece= 1
Chave= minhas; Valor= 0; Escore Total= 1.0; Número de vezes em que aparece= 6
Chave= tremendo; Valor= -1; Escore Total= -1.0; Número de vezes em que aparece= 1
Chave= principal; Valor= -1; Escore Total= -1.0; Número de vezes em que aparece= 1
Chave= lojatenisonline; Valor= 0; Escore Total= 0.0; Número de vezes em que aparece= 1
Chave= house; Valor= 0; Escore Total= 0.0; Número de vezes em que aparece= 1
Chave= steam; Valor= -1; Escore Total= -1.0; Número de vezes em que aparece= 1
Chave= quis; Valor= 1; Escore Total= 1.0; Número de vezes em que aparece= 1
Chave= alexandria; Valor= 1; Escore Total= 1.0; Número de vezes em que aparece= 1
Chave= conspiracoes; Valor= -1; Escore Total= -1.0; Número de vezes em que aparece= 1
Chave= good; Valor= 1; Escore Total= 1.0; Número de vezes em que aparece= 1
Chave= ganha; Valor= 1; Escore Total= 1.0; Número de vezes em que aparece= 1
Chave= tenso; Valor= -1; Escore Total= -2.0; Número de vezes em que aparece= 2
Chave= wins; Valor= -1; Escore Total= -1.0; Número de vezes em que aparece= 1
Chave= desbloquear; Valor= -1; Escore Total= -1.0; Número de vezes em que aparece= 1
Chave= hrsrt; Valor= 0; Escore Total= 0.0; Número de vezes em que aparece= 1
Chave= faz; Valor= 0; Escore Total= 1.0; Número de vezes em que aparece= 5
Chave= pobres; Valor= -1; Escore Total= -1.0; Número de vezes em que aparece= 1
Chave= programas; Valor= -1; Escore Total= -1.0; Número de vezes em que aparece= 1
Chave= conversa; Valor= -1; Escore Total= -1.0; Número de vezes em que aparece= 1
Chave= recebi; Valor= 1; Escore Total= 1.0; Número de vezes em que aparece= 1
Chave= realizados; Valor= 1; Escore Total= 1.0; Número de vezes em que aparece= 1
Chave= roupa; Valor= 1; Escore Total= 2.0; Número de vezes em que aparece= 2
Chave= voltei; Valor= 1; Escore Total= 2.0; Número de vezes em que aparece= 2
Chave= globo; Valor= -1; Escore Total= -1.0; Número de vezes em que aparece= 1
Chave= ganhe; Valor= 0; Escore Total= 0.0; Número de vezes em que aparece= 10
Chave= melhorar; Valor= -1; Escore Total= -1.0; Número de vezes em que aparece= 1
Chave= recebe; Valor= 0; Escore Total= -1.0; Número de vezes em que aparece= 2
Chave= brasileira; Valor= 0; Escore Total= 1.0; Número de vezes em que aparece= 2
Chave= velho; Valor= 0; Escore Total= -1.0; Número de vezes em que aparece= 5
Chave= uefa; Valor= 0; Escore Total= 0.0; Número de vezes em que aparece= 15
Chave= ladocontinua; Valor= 0; Escore Total= 0.0; Número de vezes em que aparece= 1
Chave= guerreiroo; Valor= 1; Escore Total= 3.0; Número de vezes em que aparece= 3
Chave= algumas; Valor= 1; Escore Total= 0.0; Número de vezes em que aparece= 2
Chave= vontade; Valor= 0; Escore Total= 0.0; Número de vezes em que aparece= 4
Chave= duma; Valor= -1; Escore Total= -1.0; Número de vezes em que aparece= 1
Chave= sugere; Valor= 0; Escore Total= 0.0; Número de vezes em que aparece= 1
Chave= protatilo; Valor= 1; Escore Total= 1.0; Número de vezes em que aparece= 1
Chave= acordando; Valor= 1; Escore Total= 1.0; Número de vezes em que aparece= 1
Chave= sistema; Valor= 0; Escore Total= 0.0; Número de vezes em que aparece= 1
Chave= netbook; Valor= 0; Escore Total= 0.0; Número de vezes em que aparece= 2
Chave= moura; Valor= -1; Escore Total= -1.0; Número de vezes em que aparece= 1
Chave= meninas; Valor= 1; Escore Total= 1.0; Número de vezes em que aparece= 1
Chave= definido; Valor= 1; Escore Total= 1.0; Número de vezes em que aparece= 1
Chave= hamburguer; Valor= -1; Escore Total= -1.0; Número de vezes em que aparece= 1
Chave= barato; Valor= 0; Escore Total= 1.0; Número de vezes em que aparece= 3
Chave= cardiacos; Valor= 0; Escore Total= 0.0; Número de vezes em que aparece= 1
Chave= lancando; Valor= -1; Escore Total= -1.0; Número de vezes em que aparece= 1
Chave= bem; Valor= 0; Escore Total= 1.0; Número de vezes em que aparece= 11
Chave= virtual; Valor= -1; Escore Total= -1.0; Número de vezes em que aparece= 1
Chave= amar; Valor= 0; Escore Total= 1.0; Número de vezes em que aparece= 3
Chave= queroooooooooooooo; Valor= 1; Escore Total= 2.0; Número de vezes em que aparece= 2
Chave= trabalha; Valor= 0; Escore Total= 0.0; Número de vezes em que aparece= 1
Chave= tenta; Valor= -1; Escore Total= -1.0; Número de vezes em que aparece= 1
Chave= dormiu; Valor= 1; Escore Total= 1.0; Número de vezes em que aparece= 1
Chave= clima; Valor= 1; Escore Total= 2.0; Número de vezes em que aparece= 2
